41
inf,7.0,8.0,9.0,10.0,11.0,17.0,18.0,19.0,20.0,21.0,10.0,11.0,12.0,13.0,14.0,20.0,21.0,22.0,23.0,24.0,14.0,15.0,16.0,17.0,18.0,24.0,25.0,26.0,27.0,28.0,17.0,18.0,19.0,20.0,21.0,27.0,28.0,29.0,30.0,31.0
7.0,0.0,1.0,2.0,3.0,4.0,10.0,11.0,12.0,13.0,14.0,5.0,6.0,7.0,8.0,9.0,13.0,14.0,15.0,16.0,17.0,9.0,10.0,11.0,12.0,13.0,17.0,18.0,19.0,20.0,21.0,12.0,13.0,14.0,15.0,16.0,20.0,21.0,22.0,23.0,24.0
8.0,1.0,0.0,1.0,2.0,3.0,9.0,10.0,11.0,12.0,13.0,6.0,7.0,8.0,9.0,8.0,12.0,13.0,14.0,15.0,16.0,10.0,11.0,12.0,13.0,12.0,16.0,17.0,18.0,19.0,20.0,13.0,14.0,15.0,16.0,15.0,19.0,20.0,21.0,22.0,23.0
9.0,2.0,1.0,0.0,1.0,2.0,8.0,9.0,10.0,11.0,12.0,7.0,8.0,9.0,8.0,7.0,11.0,12.0,13.0,14.0,15.0,11.0,12.0,13.0,12.0,11.0,15.0,16.0,17.0,18.0,19.0,14.0,15.0,16.0,15.0,14.0,18.0,19.0,20.0,21.0,22.0
10.0,3.0,2.0,1.0,0.0,1.0,7.0,8.0,9.0,10.0,11.0,8.0,9.0,8.0,7.0,6.0,10.0,11.0,12.0,13.0,14.0,12.0,13.0,12.0,11.0,10.0,14.0,15.0,16.0,17.0,18.0,15.0,16.0,15.0,14.0,13.0,17.0,18.0,19.0,20.0,21.0
11.0,4.0,3.0,2.0,1.0,0.0,6.0,7.0,8.0,9.0,10.0,9.0,8.0,7.0,6.0,5.0,9.0,10.0,11.0,12.0,13.0,13.0,12.0,11.0,10.0,9.0,13.0,14.0,15.0,16.0,17.0,16.0,15.0,14.0,13.0,12.0,16.0,17.0,18.0,19.0,20.0
17.0,10.0,9.0,8.0,7.0,6.0,0.0,1.0,2.0,3.0,4.0,13.0,12.0,11.0,10.0,9.0,5.0,6.0,7.0,8.0,9.0,17.0,16.0,15.0,14.0,13.0,9.0,10.0,11.0,12.0,13.0,20.0,19.0,18.0,17.0,16.0,12.0,13.0,14.0,15.0,16.0
18.0,11.0,10.0,9.0,8.0,7.0,1.0,0.0,1.0,2.0,3.0,14.0,13.0,12.0,11.0,10.0,6.0,7.0,8.0,9.0,8.0,18.0,17.0,16.0,15.0,14.0,10.0,11.0,12.0,13.0,12.0,21.0,20.0,19.0,18.0,17.0,13.0,14.0,15.0,16.0,15.0
19.0,12.0,11.0,10.0,9.0,8.0,2.0,1.0,0.0,1.0,2.0,15.0,14.0,13.0,12.0,11.0,7.0,8.0,9.0,8.0,7.0,19.0,18.0,17.0,16.0,15.0,11.0,12.0,13.0,12.0,11.0,22.0,21.0,20.0,19.0,18.0,14.0,15.0,16.0,15.0,14.0
20.0,13.0,12.0,11.0,10.0,9.0,3.0,2.0,1.0,0.0,1.0,16.0,15.0,14.0,13.0,12.0,8.0,9.0,8.0,7.0,6.0,20.0,19.0,18.0,17.0,16.0,12.0,13.0,12.0,11.0,10.0,23.0,22.0,21.0,20.0,19.0,15.0,16.0,15.0,14.0,13.0
21.0,14.0,13.0,12.0,11.0,10.0,4.0,3.0,2.0,1.0,0.0,17.0,16.0,15.0,14.0,13.0,9.0,8.0,7.0,6.0,5.0,21.0,20.0,19.0,18.0,17.0,13.0,12.0,11.0,10.0,9.0,24.0,23.0,22.0,21.0,20.0,16.0,15.0,14.0,13.0,12.0
10.0,5.0,6.0,7.0,8.0,9.0,13.0,14.0,15.0,16.0,17.0,0.0,1.0,2.0,3.0,4.0,10.0,11.0,12.0,13.0,14.0,6.0,7.0,8.0,9.0,10.0,14.0,15.0,16.0,17.0,18.0,9.0,10.0,11.0,12.0,13.0,17.0,18.0,19.0,20.0,21.0
11.0,6.0,7.0,8.0,9.0,8.0,12.0,13.0,14.0,15.0,16.0,1.0,0.0,1.0,2.0,3.0,9.0,10.0,11.0,12.0,13.0,7.0,8.0,9.0,10.0,9.0,13.0,14.0,15.0,16.0,17.0,10.0,11.0,12.0,13.0,12.0,16.0,17.0,18.0,19.0,20.0
12.0,7.0,8.0,9.0,8.0,7.0,11.0,12.0,13.0,14.0,15.0,2.0,1.0,0.0,1.0,2.0,8.0,9.0,10.0,11.0,12.0,8.0,9.0,10.0,9.0,8.0,12.0,13.0,14.0,15.0,16.0,11.0,12.0,13.0,12.0,11.0,15.0,16.0,17.0,18.0,19.0
13.0,8.0,9.0,8.0,7.0,6.0,10.0,11.0,12.0,13.0,14.0,3.0,2.0,1.0,0.0,1.0,7.0,8.0,9.0,10.0,11.0,9.0,10.0,9.0,8.0,7.0,11.0,12.0,13.0,14.0,15.0,12.0,13.0,12.0,11.0,10.0,14.0,15.0,16.0,17.0,18.0
14.0,9.0,8.0,7.0,6.0,5.0,9.0,10.0,11.0,12.0,13.0,4.0,3.0,2.0,1.0,0.0,6.0,7.0,8.0,9.0,10.0,10.0,9.0,8.0,7.0,6.0,10.0,11.0,12.0,13.0,14.0,13.0,12.0,11.0,10.0,9.0,13.0,14.0,15.0,16.0,17.0
20.0,13.0,12.0,11.0,10.0,9.0,5.0,6.0,7.0,8.0,9.0,10.0,9.0,8.0,7.0,6.0,0.0,1.0,2.0,3.0,4.0,14.0,13.0,12.0,11.0,10.0,6.0,7.0,8.0,9.0,10.0,17.0,16.0,15.0,14.0,13.0,9.0,10.0,11.0,12.0,13.0
21.0,14.0,13.0,12.0,11.0,10.0,6.0,7.0,8.0,9.0,8.0,11.0,10.0,9.0,8.0,7.0,1.0,0.0,1.0,2.0,3.0,15.0,14.0,13.0,12.0,11.0,7.0,8.0,9.0,10.0,9.0,18.0,17.0,16.0,15.0,14.0,10.0,11.0,12.0,13.0,12.0
22.0,15.0,14.0,13.0,12.0,11.0,7.0,8.0,9.0,8.0,7.0,12.0,11.0,10.0,9.0,8.0,2.0,1.0,0.0,1.0,2.0,16.0,15.0,14.0,13.0,12.0,8.0,9.0,10.0,9.0,8.0,19.0,18.0,17.0,16.0,15.0,11.0,12.0,13.0,12.0,11.0
23.0,16.0,15.0,14.0,13.0,12.0,8.0,9.0,8.0,7.0,6.0,13.0,12.0,11.0,10.0,9.0,3.0,2.0,1.0,0.0,1.0,17.0,16.0,15.0,14.0,13.0,9.0,10.0,9.0,8.0,7.0,20.0,19.0,18.0,17.0,16.0,12.0,13.0,12.0,11.0,10.0
24.0,17.0,16.0,15.0,14.0,13.0,9.0,8.0,7.0,6.0,5.0,14.0,13.0,12.0,11.0,10.0,4.0,3.0,2.0,1.0,0.0,18.0,17.0,16.0,15.0,14.0,10.0,9.0,8.0,7.0,6.0,21.0,20.0,19.0,18.0,17.0,13.0,12.0,11.0,10.0,9.0
14.0,9.0,10.0,11.0,12.0,13.0,17.0,18.0,19.0,20.0,21.0,6.0,7.0,8.0,9.0,10.0,14.0,15.0,16.0,17.0,18.0,0.0,1.0,2.0,3.0,4.0,10.0,11.0,12.0,13.0,14.0,5.0,6.0,7.0,8.0,9.0,13.0,14.0,15.0,16.0,17.0
15.0,10.0,11.0,12.0,13.0,12.0,16.0,17.0,18.0,19.0,20.0,7.0,8.0,9.0,10.0,9.0,13.0,14.0,15.0,16.0,17.0,1.0,0.0,1.0,2.0,3.0,9.0,10.0,11.0,12.0,13.0,6.0,7.0,8.0,9.0,8.0,12.0,13.0,14.0,15.0,16.0
16.0,11.0,12.0,13.0,12.0,11.0,15.0,16.0,17.0,18.0,19.0,8.0,9.0,10.0,9.0,8.0,12.0,13.0,14.0,15.0,16.0,2.0,1.0,0.0,1.0,2.0,8.0,9.0,10.0,11.0,12.0,7.0,8.0,9.0,8.0,7.0,11.0,12.0,13.0,14.0,15.0
17.0,12.0,13.0,12.0,11.0,10.0,14.0,15.0,16.0,17.0,18.0,9.0,10.0,9.0,8.0,7.0,11.0,12.0,13.0,14.0,15.0,3.0,2.0,1.0,0.0,1.0,7.0,8.0,9.0,10.0,11.0,8.0,9.0,8.0,7.0,6.0,10.0,11.0,12.0,13.0,14.0
18.0,13.0,12.0,11.0,10.0,9.0,13.0,14.0,15.0,16.0,17.0,10.0,9.0,8.0,7.0,6.0,10.0,11.0,12.0,13.0,14.0,4.0,3.0,2.0,1.0,0.0,6.0,7.0,8.0,9.0,10.0,9.0,8.0,7.0,6.0,5.0,9.0,10.0,11.0,12.0,13.0
24.0,17.0,16.0,15.0,14.0,13.0,9.0,10.0,11.0,12.0,13.0,14.0,13.0,12.0,11.0,10.0,6.0,7.0,8.0,9.0,10.0,10.0,9.0,8.0,7.0,6.0,0.0,1.0,2.0,3.0,4.0,13.0,12.0,11.0,10.0,9.0,5.0,6.0,7.0,8.0,9.0
25.0,18.0,17.0,16.0,15.0,14.0,10.0,11.0,12.0,13.0,12.0,15.0,14.0,13.0,12.0,11.0,7.0,8.0,9.0,10.0,9.0,11.0,10.0,9.0,8.0,7.0,1.0,0.0,1.0,2.0,3.0,14.0,13.0,12.0,11.0,10.0,6.0,7.0,8.0,9.0,8.0
26.0,19.0,18.0,17.0,16.0,15.0,11.0,12.0,13.0,12.0,11.0,16.0,15.0,14.0,13.0,12.0,8.0,9.0,10.0,9.0,8.0,12.0,11.0,10.0,9.0,8.0,2.0,1.0,0.0,1.0,2.0,15.0,14.0,13.0,12.0,11.0,7.0,8.0,9.0,8.0,7.0
27.0,20.0,19.0,18.0,17.0,16.0,12.0,13.0,12.0,11.0,10.0,17.0,16.0,15.0,14.0,13.0,9.0,10.0,9.0,8.0,7.0,13.0,12.0,11.0,10.0,9.0,3.0,2.0,1.0,0.0,1.0,16.0,15.0,14.0,13.0,12.0,8.0,9.0,8.0,7.0,6.0
28.0,21.0,20.0,19.0,18.0,17.0,13.0,12.0,11.0,10.0,9.0,18.0,17.0,16.0,15.0,14.0,10.0,9.0,8.0,7.0,6.0,14.0,13.0,12.0,11.0,10.0,4.0,3.0,2.0,1.0,0.0,17.0,16.0,15.0,14.0,13.0,9.0,8.0,7.0,6.0,5.0
17.0,12.0,13.0,14.0,15.0,16.0,20.0,21.0,22.0,23.0,24.0,9.0,10.0,11.0,12.0,13.0,17.0,18.0,19.0,20.0,21.0,5.0,6.0,7.0,8.0,9.0,13.0,14.0,15.0,16.0,17.0,0.0,1.0,2.0,3.0,4.0,10.0,11.0,12.0,13.0,14.0
18.0,13.0,14.0,15.0,16.0,15.0,19.0,20.0,21.0,22.0,23.0,10.0,11.0,12.0,13.0,12.0,16.0,17.0,18.0,19.0,20.0,6.0,7.0,8.0,9.0,8.0,12.0,13.0,14.0,15.0,16.0,1.0,0.0,1.0,2.0,3.0,9.0,10.0,11.0,12.0,13.0
19.0,14.0,15.0,16.0,15.0,14.0,18.0,19.0,20.0,21.0,22.0,11.0,12.0,13.0,12.0,11.0,15.0,16.0,17.0,18.0,19.0,7.0,8.0,9.0,8.0,7.0,11.0,12.0,13.0,14.0,15.0,2.0,1.0,0.0,1.0,2.0,8.0,9.0,10.0,11.0,12.0
